timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-01T17:55:28,codecarbon,8c5de018-7075-49af-8a9a-1858a054de50,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,606.1652285717428,0.004751491624202229,7.838608023422553e-06,77.5,82.7670257411409,94.21023416519165,0.01304542720794626,0.01940948302757306,0.015858137556019204,0.048313047791538506,Brazil,BRA,,,,Linux-4.18.0-240.el8.x86_64-x86_64-with-glibc2.28,3.9.21,2.8.3,4,AMD EPYC 7452 32-Core Processor,1,1 x NVIDIA L40,-43.2192,-22.8305,251.22729110717773,machine,N,1.0
