timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-02-17T14:00:44,codecarbon,49926a6b-8ba1-49dc-9509-a5b07fc6c27a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,459.02147446898744,0.003232310144838409,7.041740582132158e-06,193.97918729969962,59.42962058792027,6.0,0.023937701695146037,0.00816731792273373,0.0007610289528934906,0.032866048570773264,Brazil,BRA,são paulo,,,Linux-4.18.0-372.9.1.el8.x86_64-x86_64-with-glibc2.28,3.9.21,2.8.3,4,AMD EPYC 7742 64-Core Processor,1,1 x NVIDIA A100-SXM4-40GB,-47.0439,-22.8951,16,machine,N,1.0
