timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-01T20:31:19,codecarbon,f8de5b55-6e51-4947-9fd3-17fcfe0f6ced,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3807.326857415028,0.02162362025244308,5.679475669479128e-06,77.5,36.53836819455921,94.21023416519165,0.08194553370042319,0.03830923064735714,0.09961366462325216,0.21986842897103223,Brazil,BRA,,,,Linux-4.18.0-240.el8.x86_64-x86_64-with-glibc2.28,3.11.11,2.8.3,4,AMD EPYC 7452 32-Core Processor,1,1 x NVIDIA L40,-43.2192,-22.8305,251.22729110717773,machine,N,1.0
