timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-01T19:01:03,codecarbon,2a5445b7-52c3-4fdf-b115-37d7d5b63d01,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3806.807804697193,0.02162586975954367,5.680840974650641e-06,77.5,36.10414995240172,94.21023416519165,0.08193447641898077,0.0383566065185903,0.09960021896530113,0.21989130190287212,Brazil,BRA,,,,Linux-4.18.0-240.el8.x86_64-x86_64-with-glibc2.28,3.11.11,2.8.3,4,AMD EPYC 7452 32-Core Processor,1,1 x NVIDIA L40,-43.2192,-22.8305,251.22729110717773,machine,N,1.0
